user_id,timestamp,file_accessed,access_type,location,role,failed_logins,hour,day_of_week
1034,2024-01-27 12:07:00,Engineering_Design,read,Remote,Admin,0,12,Saturday
1007,2024-01-25 06:53:00,HR_Records,read,Office,Employee,0,6,Thursday
1053,2024-01-06 09:31:00,HR_Records,read,Office,Manager,0,9,Saturday
1015,2024-01-15 12:22:00,Finance_Report,write,Remote,Employee,2,12,Monday
1082,2024-01-30 08:16:00,Finance_Report,read,Office,Employee,9,8,Tuesday
1085,2024-01-14 10:13:00,Finance_Report,write,Office,Admin,0,10,Sunday
1102,2024-01-26 11:16:00,HR_Records,read,Remote,Manager,0,11,Friday
1050,2024-01-19 08:24:00,Engineering_Design,read,Remote,Employee,1,8,Friday
1001,2024-01-13 09:20:00,Engineering_Design,write,Office,Admin,0,9,Saturday
1034,2024-01-14 03:54:00,Finance_Report,read,Office,Employee,0,3,Sunday
1052,2024-01-03 07:05:00,Engineering_Design,read,Office,Employee,0,7,Wednesday
1075,2024-01-04 09:19:00,HR_Records,read,Office,Employee,0,9,Thursday
1050,2024-01-26 07:48:00,Finance_Report,read,Office,Admin,0,7,Friday
1062,2024-01-29 13:19:00,Client_Data,read,Remote,Employee,1,13,Monday
1055,2024-01-14 07:57:00,Engineering_Design,read,Office,Manager,0,7,Sunday
1018,2024-01-14 09:25:00,HR_Records,read,Office,Admin,0,9,Sunday
1069,2024-01-26 10:31:00,Client_Data,write,Office,Employee,0,10,Friday
1052,2024-01-08 12:07:00,Engineering_Design,read,Office,Employee,0,12,Monday
1093,2024-01-10 07:44:00,Engineering_Design,read,Office,Employee,1,7,Wednesday
1075,2024-01-09 12:47:00,Engineering_Design,read,Office,Employee,0,12,Tuesday
1011,2024-01-14 10:43:00,HR_Records,read,Office,Employee,0,10,Sunday
1053,2024-01-08 08:58:00,Engineering_Design,read,Remote,Employee,0,8,Monday
1076,2024-01-11 10:28:00,Engineering_Design,read,Remote,Employee,0,10,Thursday
1009,2024-01-10 10:16:00,Client_Data,read,Unknown,Employee,0,10,Wednesday
1091,2024-01-18 08:17:00,HR_Records,read,Remote,Manager,0,8,Thursday
1033,2024-01-04 10:39:00,Finance_Report,read,Unknown,Employee,0,10,Thursday
1055,2024-01-04 09:17:00,Client_Data,read,Office,Employee,0,9,Thursday
1114,2024-01-12 10:10:00,Finance_Report,read,Office,Manager,1,10,Friday
1067,2024-01-18 11:44:00,Client_Data,read,Office,Admin,1,11,Thursday
1050,2024-01-29 13:11:00,HR_Records,read,Office,Manager,0,13,Monday
1001,2024-01-08 07:14:00,HR_Records,read,Remote,Employee,0,7,Monday
1011,2024-01-03 14:25:00,Finance_Report,read,Office,Employee,0,14,Wednesday
1069,2024-01-18 06:56:00,Engineering_Design,read,Office,Employee,0,6,Thursday
1054,2024-01-07 09:02:00,HR_Records,write,Office,Employee,1,9,Sunday
1045,2024-01-01 11:02:00,Finance_Report,read,Office,Employee,0,11,Monday
1113,2024-01-22 10:37:00,HR_Records,read,Office,Employee,1,10,Monday
1043,2024-01-13 08:34:00,Finance_Report,read,Office,Employee,1,8,Saturday
1062,2024-01-29 09:08:00,Engineering_Design,read,Office,Employee,0,9,Monday
1067,2024-01-03 09:42:00,Finance_Report,read,Remote,Manager,0,9,Wednesday
1059,2024-01-29 08:39:00,Finance_Report,read,Office,Manager,10,8,Monday
1053,2024-01-03 11:03:00,Finance_Report,read,Office,Manager,7,11,Wednesday
1043,2024-01-15 10:53:00,Engineering_Design,read,Office,Employee,0,10,Monday
1112,2024-01-21 08:55:00,HR_Records,read,Office,Admin,0,8,Sunday
1052,2024-01-30 11:19:00,Engineering_Design,write,Office,Manager,0,11,Tuesday
1059,2024-01-19 10:14:00,Finance_Report,read,Remote,Employee,5,10,Friday
1070,2024-01-28 11:28:00,Finance_Report,read,Unknown,Employee,0,11,Sunday
1007,2024-01-04 11:04:00,Client_Data,write,Remote,Employee,0,11,Thursday
1089,2024-01-13 08:38:00,Client_Data,write,Remote,Employee,0,8,Saturday
1055,2024-01-13 08:39:00,Finance_Report,write,Remote,Employee,0,8,Saturday
1070,2024-01-15 11:06:00,Engineering_Design,read,Office,Employee,0,11,Monday
1088,2024-01-19 11:07:00,Engineering_Design,read,Remote,Admin,0,11,Friday
1106,2024-01-16 09:31:00,Client_Data,read,Remote,Employee,1,9,Tuesday
1050,2024-01-07 10:35:00,Client_Data,read,Office,Employee,0,10,Sunday
1094,2024-01-03 12:32:00,Engineering_Design,read,Remote,Employee,0,12,Wednesday
1034,2024-01-30 08:53:00,Client_Data,read,Unknown,Employee,1,8,Tuesday
1070,2024-01-26 11:36:00,Client_Data,write,Office,Employee,0,11,Friday
1011,2024-01-20 09:31:00,Engineering_Design,write,Office,Employee,1,9,Saturday
1001,2024-01-02 09:42:00,Engineering_Design,read,Office,Employee,0,9,Tuesday
1011,2024-01-18 12:35:00,Engineering_Design,read,Office,Employee,0,12,Thursday
1038,2024-01-25 11:33:00,Finance_Report,read,Office,Manager,10,11,Thursday
1001,2024-01-11 11:48:00,Engineering_Design,read,Office,Employee,0,11,Thursday
1069,2024-01-01 12:24:00,Engineering_Design,read,Office,Manager,0,12,Monday
1038,2024-01-16 10:43:00,HR_Records,read,Office,Employee,0,10,Tuesday
1082,2024-01-17 11:31:00,Client_Data,read,Office,Employee,0,11,Wednesday
1002,2024-01-16 09:01:00,Client_Data,write,Office,Employee,0,9,Tuesday
1031,2024-01-10 10:08:00,HR_Records,read,Office,Employee,0,10,Wednesday
1050,2024-01-17 09:37:00,Engineering_Design,read,Remote,Employee,0,9,Wednesday
1050,2024-01-30 10:28:00,Finance_Report,read,Office,Employee,1,10,Tuesday
1011,2024-01-03 11:37:00,Engineering_Design,write,Office,Manager,0,11,Wednesday
1118,2024-01-18 08:17:00,Engineering_Design,read,Office,Employee,0,8,Thursday
1034,2024-01-19 14:21:00,Engineering_Design,delete,Office,Employee,0,14,Friday
1080,2024-01-14 07:34:00,Engineering_Design,read,Remote,Employee,0,7,Sunday
1033,2024-01-21 07:14:00,Client_Data,write,Office,Employee,7,7,Sunday
1107,2024-01-25 12:06:00,Engineering_Design,read,Office,Employee,0,12,Thursday
1050,2024-01-02 11:12:00,Finance_Report,read,Remote,Employee,1,11,Tuesday
1112,2024-01-12 11:41:00,Engineering_Design,read,Office,Employee,0,11,Friday
1043,2024-01-11 11:35:00,Client_Data,delete,Office,Manager,2,11,Thursday
1001,2024-01-30 09:15:00,HR_Records,read,Office,Employee,1,9,Tuesday
1055,2024-01-17 08:40:00,Finance_Report,read,Office,Employee,0,8,Wednesday
1056,2024-01-27 10:20:00,Client_Data,write,Office,Employee,0,10,Saturday
1011,2024-01-06 08:27:00,Engineering_Design,read,Office,Employee,0,8,Saturday
1033,2024-01-19 11:09:00,Client_Data,write,Office,Employee,0,11,Friday
1089,2024-01-13 09:18:00,HR_Records,read,Office,Employee,0,9,Saturday
1001,2024-01-07 08:16:00,Client_Data,read,Office,Manager,0,8,Sunday
1053,2024-01-22 09:00:00,Engineering_Design,read,Office,Employee,8,9,Monday
1060,2024-01-11 10:12:00,Client_Data,read,Office,Admin,0,10,Thursday
1075,2024-01-07 08:35:00,Engineering_Design,write,Remote,Admin,0,8,Sunday
1001,2024-01-13 08:46:00,HR_Records,read,Office,Employee,0,8,Saturday
1069,2024-01-13 10:57:00,Engineering_Design,read,Office,Employee,0,10,Saturday
1001,2024-01-21 10:41:00,Finance_Report,read,Office,Employee,0,10,Sunday
1034,2024-01-01 08:19:00,Engineering_Design,read,Unknown,Employee,0,8,Monday
1055,2024-01-30 09:40:00,Engineering_Design,read,Office,Employee,0,9,Tuesday
1112,2024-01-19 10:39:00,Engineering_Design,read,Office,Employee,0,10,Friday
1011,2024-01-19 07:51:00,Finance_Report,read,Office,Employee,0,7,Friday
1019,2024-01-23 07:05:00,Engineering_Design,write,Remote,Employee,5,7,Tuesday
1073,2024-01-15 08:22:00,HR_Records,read,Office,Employee,0,8,Monday
1048,2024-01-14 09:41:00,HR_Records,write,Remote,Manager,1,9,Sunday
1069,2024-01-29 10:23:00,Finance_Report,delete,Office,Employee,0,10,Monday
1119,2024-01-03 12:51:00,Engineering_Design,write,Office,Employee,0,12,Wednesday
1118,2024-01-27 11:48:00,Client_Data,read,Remote,Employee,0,11,Saturday
1043,2024-01-21 09:04:00,Engineering_Design,write,Office,Employee,0,9,Sunday
1055,2024-01-20 09:31:00,Client_Data,read,Remote,Employee,0,9,Saturday
1112,2024-01-04 07:45:00,HR_Records,read,Remote,Employee,0,7,Thursday
1011,2024-01-29 09:16:00,Client_Data,delete,Remote,Employee,1,9,Monday
1052,2024-01-07 09:10:00,Client_Data,read,Office,Employee,0,9,Sunday
1050,2024-01-01 10:26:00,Engineering_Design,read,Office,Employee,0,10,Monday
1034,2024-01-23 08:03:00,HR_Records,read,Office,Employee,0,8,Tuesday
1118,2024-01-24 11:22:00,Engineering_Design,read,Office,Employee,1,11,Wednesday
1081,2024-01-19 13:22:00,HR_Records,read,Office,Employee,0,13,Friday
1050,2024-01-03 09:48:00,Engineering_Design,write,Remote,Employee,1,9,Wednesday
1096,2024-01-20 10:56:00,HR_Records,read,Remote,Employee,0,10,Saturday
1053,2024-01-15 11:33:00,Engineering_Design,read,Remote,Employee,0,11,Monday
1105,2024-01-13 09:20:00,Finance_Report,read,Office,Manager,0,9,Saturday
1034,2024-01-22 10:21:00,HR_Records,read,Office,Employee,0,10,Monday
1033,2024-01-14 10:00:00,Finance_Report,read,Office,Employee,2,10,Sunday
1033,2024-01-07 10:31:00,HR_Records,read,Remote,Employee,15,10,Sunday
1062,2024-01-01 08:27:00,Engineering_Design,read,Office,Employee,0,8,Monday
1034,2024-01-13 10:17:00,Finance_Report,read,Office,Manager,1,10,Saturday
1012,2024-01-04 10:06:00,Engineering_Design,read,Remote,Employee,0,10,Thursday
1118,2024-01-12 12:53:00,Engineering_Design,read,Remote,Employee,0,12,Friday
1112,2024-01-07 11:37:00,HR_Records,write,Office,Employee,0,11,Sunday
1069,2024-01-27 14:05:00,Finance_Report,read,Remote,Employee,0,14,Saturday
1111,2024-01-02 08:13:00,Engineering_Design,read,Office,Employee,0,8,Tuesday
1114,2024-01-17 11:29:00,Client_Data,write,Office,Employee,0,11,Wednesday
1073,2024-01-01 10:54:00,Finance_Report,read,Office,Employee,1,10,Monday
1055,2024-01-26 14:57:00,Engineering_Design,write,Remote,Employee,0,14,Friday
1107,2024-01-14 08:43:00,Engineering_Design,read,Office,Employee,6,8,Sunday
1067,2024-01-30 08:45:00,Client_Data,read,Remote,Employee,0,8,Tuesday
1011,2024-01-22 08:13:00,Client_Data,read,Remote,Employee,1,8,Monday
1047,2024-01-28 05:43:00,Engineering_Design,read,Remote,Employee,0,5,Sunday
1052,2024-01-21 08:40:00,HR_Records,read,Remote,Employee,2,8,Sunday
1114,2024-01-01 08:08:00,Engineering_Design,read,Remote,Manager,0,8,Monday
1070,2024-01-26 10:30:00,HR_Records,read,Office,Employee,0,10,Friday
1106,2024-01-03 10:01:00,Finance_Report,read,Office,Employee,1,10,Wednesday
1087,2024-01-11 13:17:00,Engineering_Design,read,Office,Admin,0,13,Thursday
1035,2024-01-07 11:04:00,Engineering_Design,read,Office,Employee,0,11,Sunday
1080,2024-01-28 08:25:00,Engineering_Design,read,Remote,Employee,0,8,Sunday
1025,2024-01-25 08:22:00,HR_Records,read,Remote,Employee,0,8,Thursday
1050,2024-01-29 10:11:00,Client_Data,read,Office,Employee,1,10,Monday
1093,2024-01-09 07:13:00,HR_Records,write,Office,Employee,0,7,Tuesday
1069,2024-01-22 13:59:00,HR_Records,write,Office,Employee,1,13,Monday
1095,2024-01-03 12:12:00,Engineering_Design,read,Remote,Employee,1,12,Wednesday
1034,2024-01-01 09:34:00,Client_Data,read,Office,Employee,0,9,Monday
1086,2024-01-19 06:46:00,Engineering_Design,read,Office,Admin,0,6,Friday
1027,2024-01-26 12:14:00,Engineering_Design,read,Office,Employee,0,12,Friday
1062,2024-01-02 09:34:00,Engineering_Design,delete,Remote,Employee,0,9,Tuesday
1051,2024-01-27 12:51:00,HR_Records,read,Remote,Employee,0,12,Saturday
1065,2024-01-21 06:18:00,Engineering_Design,read,Office,Employee,1,6,Sunday
1011,2024-01-24 08:14:00,Finance_Report,delete,Office,Employee,6,8,Wednesday
1045,2024-01-05 10:50:00,Client_Data,read,Office,Employee,0,10,Friday
1073,2024-01-17 10:07:00,HR_Records,read,Office,Employee,0,10,Wednesday
1067,2024-01-19 09:22:00,Finance_Report,write,Remote,Employee,0,9,Friday
1063,2024-01-28 11:12:00,Engineering_Design,read,Office,Manager,0,11,Sunday
1055,2024-01-05 07:22:00,Engineering_Design,read,Unknown,Admin,0,7,Friday
1115,2024-01-23 09:30:00,Finance_Report,read,Office,Manager,0,9,Tuesday
1114,2024-01-21 10:29:00,Finance_Report,read,Remote,Manager,0,10,Sunday
1045,2024-01-14 11:41:00,HR_Records,read,Remote,Employee,0,11,Sunday
1043,2024-01-10 11:01:00,Client_Data,write,Office,Employee,0,11,Wednesday
1065,2024-01-21 07:10:00,Finance_Report,read,Office,Employee,0,7,Sunday
1011,2024-01-07 06:24:00,Engineering_Design,read,Office,Manager,1,6,Sunday
1035,2024-01-29 12:28:00,Engineering_Design,read,Office,Employee,1,12,Monday
1033,2024-01-08 10:21:00,Engineering_Design,read,Remote,Employee,0,10,Monday
1033,2024-01-30 08:18:00,Engineering_Design,read,Office,Employee,1,8,Tuesday
1069,2024-01-08 13:08:00,Engineering_Design,read,Office,Employee,0,13,Monday
1050,2024-01-07 10:40:00,Finance_Report,read,Remote,Employee,0,10,Sunday
1020,2024-01-13 12:37:00,Engineering_Design,write,Remote,Employee,8,12,Saturday
1108,2024-01-14 10:28:00,Finance_Report,read,Office,Admin,0,10,Sunday
1106,2024-01-19 14:09:00,Engineering_Design,read,Remote,Employee,1,14,Friday
1104,2024-01-11 13:21:00,Finance_Report,read,Office,Employee,0,13,Thursday
1050,2024-01-02 09:23:00,HR_Records,read,Office,Employee,0,9,Tuesday
1006,2024-01-17 11:07:00,Engineering_Design,read,Office,Employee,0,11,Wednesday
1011,2024-01-06 11:46:00,Finance_Report,write,Remote,Employee,1,11,Saturday
1034,2024-01-29 12:05:00,Client_Data,read,Remote,Manager,11,12,Monday
1033,2024-01-09 08:06:00,Finance_Report,write,Office,Employee,0,8,Tuesday
1106,2024-01-19 11:19:00,Client_Data,read,Office,Employee,0,11,Friday
